Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Discounts ($),Promotions & others ($),Unrounded subtotal ($),Subtotal ($),Percent change in subtotal compared to previous period
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Regional - Standard storage in Americas,D65A-D0C3-34F4,200.832,gibibyte month,68.27,-7.51,0.00,-2.30,58.459620,58.46,-3%
Cloud Bigtable,C3BE-24A5-0975,HDD storage,6F83-9D91-51A8,"2,556.492",gibibyte month,66.46,-7.31,0.00,-2.24,56.907198,56.91,-41%
Compute Engine,6F81-5844-456A,E2 Instance Ram running in Japan,CB4B-B875-93B4,"17,348.642",gibibyte hour,64.87,-7.14,0.00,-2.18,55.546410,55.55,-6%
Compute Engine,6F81-5844-456A,Storage Image,DAA2-253C-6680,"1,456.599",gibibyte month,72.78,-8.01,0.00,-10.26,54.517753,54.52,-45%
Compute Engine,6F81-5844-456A,E2 Custom Instance Core running in Americas,61C6-6F89-DCF4,"2,625.493",hour,60.13,-6.61,0.00,-1.12,52.398924,52.40,-11%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - RAM in Americas,49E9-5D00-B807,"8,507",gibibyte hour,59.55,-6.55,0.00,-2.00,50.995978,51.00,-6%
Cloud Storage,95FF-2EF5-5EA1,Regional Archive Class B Operations,1DBA-E3C9-B2A8,"1,049,285",count,52.46,0.00,0.00,-1.77,50.693250,50.69,-4%
App Engine,F17B-412E-CB64,Flex Instance RAM,368C-DD8A-8532,"8,310.666",gibibyte hour,59.00,-6.49,0.00,-1.99,50.526011,50.53,-6%
Looker Studio,E9B8-9B71-6774,Looker Studio Pro,CE87-D31E-AE4F,13,count,91.00,-10.01,0.00,-31.15,49.840004,49.84,-47%
Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Las Vegas (us-west4),3208-53F1-67BF,"2,035.583",hour,57.00,-6.27,0.00,-1.36,49.362153,49.36,-10%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from North America to Asia Pacific,3712-109E-A7DC,"1,407.211",gibibyte,56.28,-6.19,0.00,-1.50,48.589756,48.59,31%
Compute Engine,6F81-5844-456A,N2 Instance Ram running in Japan,CFB3-624B-6A52,"11,565.354",gibibyte hour,62.67,-12.53,0.00,-1.90,48.240137,48.24,-68%
Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Replication within Northern America,AED0-3315-7B11,"2,784.561",gibibyte,55.69,-6.13,0.00,-1.83,47.731416,47.73,-30%
Cloud Monitoring,58CD-E7C3-72CA,Metric Volume,A924-09D0-8854,354.571,mebibyte,52.76,-5.80,0.00,0.00,46.953921,46.95,-21%
Networking,E505-1604-58F8,Regional Internal Application Load Balancer Proxy Instance Charge for Iowa (us-central1),7790-569D-1B96,"2,162.5",hour,54.06,-5.95,0.00,-1.75,46.364433,46.36,-5%
BigQuery,24E6-581D-38E5,Long Term Logical Storage (us-central1),55B3-2F73-B6A3,"3,373.209",gibibyte month,53.80,-5.92,0.00,-1.82,46.057415,46.06,-4%
Compute Engine,6F81-5844-456A,N2 Instance Ram running in Americas,5B01-D157-A097,"1,587,298.196",gibibyte hour,6725.37,-1345.08,-5334.36,0.00,45.939918,45.94,-665%
App Engine,F17B-412E-CB64,Cloud Firestore Storage,5C80-18C6-21C5,306.237,gibibyte month,54.19,-5.96,0.00,-3.20,45.025957,45.03,0%
Compute Engine,6F81-5844-456A,E2 Instance Core running in EMEA,9FE0-8F60-A9F0,"2,168.561",hour,52.03,-5.72,0.00,-1.75,44.553751,44.55,-6%
Compute Engine,6F81-5844-456A,E2 Custom Instance Ram running in Americas,8D24-CB74-5E70,"16,409.351",gibibyte hour,50.37,-5.54,0.00,-0.93,43.895820,43.90,-11%
Compute Engine,6F81-5844-456A,G2 Instance Ram running in Las Vegas,BB7E-DDF7-ACB4,"1,958,581.772",gibibyte hour,6457.81,-710.36,-5703.16,-2.57,41.719026,41.72,-94%
Compute Engine,6F81-5844-456A,SSD backed PD Capacity in Salt Lake City,6A0C-F783-3754,244.235,gibibyte month,49.81,-5.48,0.00,-2.76,41.579628,41.58,-43%
Compute Engine,6F81-5844-456A,N2 Instance Ram running in EMEA,A109-54C1-7CB0,"11,565.355",gibibyte hour,53.91,-10.78,0.00,-1.63,41.492255,41.49,-6%
Secret Manager,EE82-7A5E-871C,Secret version replica storage,7756-ADEF-84F4,801.386,month,47.71,-5.25,0.00,-1.28,41.175546,41.18,6%
Dataplex,51C6-B3F5-9B38,Dataplex Premium Processing (milli DCU-hr) South Carolina,E0EE-6E4F-8335,"532,838.861",Milli DCU hours,47.42,-5.22,0.00,-2.02,40.187866,40.19,-42%
Networking,E505-1604-58F8,Networking Cloud NAT IP Usage,8515-9425-D2CE,"9,193.374",hour,45.96,-5.20,0.00,-1.58,39.177802,39.18,New
Networking,E505-1604-58F8,Networking Cloud Armor Policy,4B13-E64F-4A2B,9.021,month,45.10,-4.96,0.00,-1.52,38.618709,38.62,-3%
Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Standard storage in Americas,C18F-7FE0-0717,253.992,gibibyte month,43.16,-4.75,0.00,-2.07,36.347438,36.35,-16%
Networking,E505-1604-58F8,Networking Cloud CDN Traffic Cache Data Transfer to Other,620D-FE53-4BA9,456.381,gibibyte,41.07,-4.52,0.00,-1.08,35.465693,35.47,26%
Networking,E505-1604-58F8,Networking Cloud VPN Tunnel Uswest4,85A9-B44F-B0AD,722.709,hour,39.75,-4.37,0.00,-1.34,34.037074,34.04,-6%
Cloud Run,152E-C115-5142,CPU Allocation Time,4856-B847-F1EB,"1,655,735.173",second,39.73,-4.37,-1.44,-1.32,32.601675,32.60,-83%
Compute Engine,6F81-5844-456A,E2 Custom Instance Core running in Japan,8F43-1E25-3209,"1,205.259",hour,35.47,-3.90,0.00,-1.43,30.133311,30.13,-22%
Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class B Operations,8AE7-5BBD-8F38,"86,253,234",count,34.50,-3.80,0.00,-0.97,29.734540,29.73,26%
Cloud Scheduler,1F14-4801-0E16,Jobs,A5D6-43A2-28A7,"9,501",count,30.35,-3.34,0.00,-1.90,25.109377,25.11,-15%
Compute Engine,6F81-5844-456A,E2 Instance Ram running in EMEA,F268-6CE7-AC16,"8,674.279",gibibyte hour,27.90,-3.07,0.00,-0.94,23.887284,23.89,-6%
Compute Engine,6F81-5844-456A,Balanced PD Capacity in Las Vegas,4701-2C6F-375F,264.195,gibibyte month,29.05,-3.20,0.00,-2.17,23.689001,23.69,-89%
Compute Engine,6F81-5844-456A,E2 Custom Instance Ram running in Japan,BEDB-6B58-4D4C,"7,080.905",gibibyte hour,27.80,-3.06,0.00,-1.12,23.618581,23.62,-22%
Compute Engine,6F81-5844-456A,Storage PD Snapshot in Singapore,EC5A-D05B-E188,413.821,gibibyte month,25.24,-2.78,0.00,0.00,22.466079,22.47,New
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - Small instance in Americas,E1BD-412F-375D,724,hour,25.34,-2.79,0.00,-0.85,21.700565,21.70,-6%
Cloud Dataflow,57D6-8E6B-2DE0,Local Disk Time PD Standard Iowa,74FC-29F5-37EE,"440,033.032",gibibyte hour,23.75,-2.62,0.00,-0.71,20.423764,20.42,-4%
Networking,E505-1604-58F8,Networking Cloud CDN Traffic Cache Data Transfer to Oceania,DA37-3BF1-2FEB,209.757,gibibyte,23.07,-2.54,0.00,-0.50,20.031756,20.03,71%
Networking,E505-1604-58F8,Networking Private Service Connect Consumer Data Processing,C40A-084F-09B4,"2,236.985",gibibyte,22.37,-2.46,0.00,-0.70,19.201377,19.20,-8%
Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Americas,2E27-4F75-95CD,"452,465.733",hour,14302.89,-2860.58,-11423.70,0.00,18.608310,18.61,-195%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Las Vegas,9CB9-1019-8019,482.691,gibibyte month,21.23,-2.34,0.00,-0.45,18.449232,18.45,-77%
Cloud Composer,1992-3666-B975,Cloud Composer network Data Transfer Out from Iowa,B665-983E-B70E,138.128,gibibyte,21.55,-3.02,0.00,-0.71,17.821780,17.82,-7%
Networking,E505-1604-58F8,Networking Private Service Connect Consumer End Point,9E4E-F9A7-5EAE,"2,036.212",hour,20.36,-2.24,0.00,-0.49,17.633687,17.63,-10%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - Standard storage in Americas,F0A1-2B08-FA36,120.499,gibibyte month,20.48,-2.25,0.00,-0.69,17.536918,17.54,-3%
Compute Engine,6F81-5844-456A,Balanced PD Capacity in Salt Lake City,C5EF-0CEF-175D,172.241,gibibyte month,20.66,-2.27,0.00,-1.01,17.378802,17.38,-35%
Vertex AI,C7E2-9256-1C43,Gemini 1.5 Flash Text Input - Predictions,C2B6-7B34-0A1B,"926,445,171",count,17.37,0.00,0.00,-0.04,17.330465,17.33,151%
Networking,E505-1604-58F8,Networking Cloud Armor Rule,A321-89BD-F5BC,19.045,month,19.04,-2.09,0.00,-0.64,16.304333,16.30,-3%
App Engine,F17B-412E-CB64,Cloud Firestore Point-in-time Recovery Storage,6190-3A74-EB41,108.809,gibibyte month,19.57,-2.15,0.00,-1.13,16.282558,16.28,5%
App Engine,F17B-412E-CB64,Cloud Firestore Read Ops,FF6D-2156-62C2,"32,763,868",count,18.00,-1.98,0.00,-0.28,15.735367,15.74,79%
Compute Engine,6F81-5844-456A,SSD backed Local Storage,62AF-A39E-269B,"57,938.33",gibibyte month,4634.48,-509.79,-4109.19,0.00,15.493768,15.49,-97%
Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Standard storage in APAC,9067-0A43-FDD8,100.416,gibibyte month,17.07,-1.88,0.00,-0.57,14.614560,14.61,-3%
Compute Engine,6F81-5844-456A,Hyperdisk Balanced Capacity in Iowa,83FF-9C17-D184,200.63,gibibyte month,16.05,-1.77,0.00,-0.54,13.742311,13.74,-3%
Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Regional - Micro instance in Americas,322A-129A-5BF2,724,hour,15.20,-1.67,0.00,-0.51,13.020339,13.02,-6%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Japan,9977-2BC5-386A,272.341,gibibyte month,14.16,-1.56,0.00,-0.47,12.124836,12.12,-3%
Cloud DNS,FA26-5236-B8B5,DNS Query (port 53),6DFF-5025-A128,"33,515,222",count,13.40,-1.48,0.00,-0.39,11.535177,11.54,17%
Networking,E505-1604-58F8,Regional External Passthrough Network Load Balancer Outbound Data Processing for Iowa (us-central1),BB2A-D2B6-E858,"1,648.842",gibibyte,13.19,-1.45,0.00,-0.39,11.342689,11.34,18%
App Engine,F17B-412E-CB64,Flex Instance RAM Los Angeles,9FB2-435A-B164,"1,445.368",gibibyte hour,13.01,-1.43,0.00,-0.44,11.138482,11.14,-6%
Places API,213C-9623-1402,Places - Nearby Search,6B23-8A17-D29D,373,count,11.94,0.00,-0.85,0.00,11.089859,11.09,53%
App Engine,F17B-412E-CB64,Cloud Firestore Entity Writes,4BFF-324E-4B50,"8,365,842",count,12.60,-1.39,0.00,-0.16,11.050354,11.05,49%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Virginia,8AF1-1146-E7DA,284.3,gibibyte month,12.51,-1.38,0.00,-0.74,10.387896,10.39,-47%
Compute Engine,6F81-5844-456A,Hyperdisk Balanced Throughput in Iowa,9F5F-0236-9C17,300.945,month,12.04,-1.32,0.00,-0.41,10.306514,10.31,-3%
App Engine,F17B-412E-CB64,External IP Charge on a Flex Instance,1C15-9E12-944C,"3,613.361",hour,11.57,-1.27,0.00,0.00,10.295095,10.30,-2%
Cloud Run,152E-C115-5142,Memory Allocation Time,02A2-9231-36A6,"4,711,004.226",gibibyte second,11.77,-1.30,-0.08,-0.42,9.978098,9.98,-78%
Cloud Composer,1992-3666-B975,Cloud Composer Database Storage (us-central1).,1642-E13D-F4C4,67.92,gibibyte month,11.53,-1.27,0.00,-0.49,9.778728,9.78,-24%
Cloud Storage,95FF-2EF5-5EA1,Download APAC,1F8B-71B0-3D1B,194.342,gibibyte,11.32,-1.58,0.00,0.00,9.735803,9.74,-67%
Cloud Pub/Sub,A1E8-BE35-7EBC,Message Delivery Basic,027D-B6C7-CCA2,0.297,tebibyte,11.47,-1.26,0.00,-0.57,9.631540,9.63,-27%
Cloud Composer,1992-3666-B975,Cloud Composer Compute Storage (us-central1),154C-7366-C5C3,"52,026.501",gibibyte hour,10.40,-1.14,0.00,-0.45,8.805788,8.81,-33%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Australia,FDBC-6E3B-D4D8,54.428,gibibyte,10.34,-1.45,0.00,-0.29,8.601901,8.60,120%
Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Americas,6C71-E844-38BC,"1,696,746.811",gibibyte hour,7189.11,-1437.82,-5743.45,0.00,7.841307,7.84,-194%
Cloud Storage,95FF-2EF5-5EA1,Standard Storage Las Vegas Dual-region,068E-FCD0-5EFC,352.77,gibibyte month,8.92,-0.98,0.00,-0.27,7.664720,7.66,0%
Compute Engine,6F81-5844-456A,Static Ip Charge in Salt Lake City,38AD-63E8-41DF,686.063,hour,8.22,-0.90,0.00,0.00,7.316105,7.32,24%
Cloud Composer,1992-3666-B975,Cloud Composer Data storage in Iowa,8A00-036C-135A,30.381,gibibyte month,8.29,-0.91,0.00,-0.28,7.101510,7.10,-2%
Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,"2,743,739",count,8.20,-0.92,0.00,-0.19,7.094184,7.09,59%
Places API,213C-9623-1402,Places - Text Search,E95A-86C7-7F47,241,count,7.71,0.00,-0.86,0.00,6.848000,6.85,37%
Cloud DNS,FA26-5236-B8B5,ManagedZone,8C22-6FC3-D478,54.025,month,7.89,-0.87,0.00,-0.32,6.706199,6.71,5%
Cloud Storage,95FF-2EF5-5EA1,Standard Storage Iowa Dual-region,141D-1A1B-38E1,352.77,gibibyte month,7.75,-0.85,0.00,-0.24,6.664976,6.66,0%
Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,"18,594,234",count,7.42,-0.82,0.00,-0.20,6.399340,6.40,9%
Compute Engine,6F81-5844-456A,Static Ip Charge in Japan,7A91-88CA-899A,501.914,hour,7.51,-0.83,0.00,-0.37,6.321652,6.32,-36%
Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - IP address reservation in APAC,09EB-F535-4DBA,724,hour,7.24,-0.80,0.00,-0.24,6.200161,6.20,-6%
Backup for GKE,7929-AEC3-626F,Standard storage consumed by backups in Iowa,47CF-B11A-9FEB,259.72,gibibyte month,7.27,-0.80,0.00,-0.39,6.075780,6.08,-43%
Cloud Composer,1992-3666-B975,Cloud Composer Compute Storage (us-west4),0A87-EC11-AC65,"34,144.659",gibibyte hour,6.83,-0.75,0.00,-0.13,5.949345,5.95,-12%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from North America to Oceania,80E8-7294-105A,158.456,gibibyte,6.34,-0.70,0.00,-0.16,5.482540,5.48,54%
Notebooks,D73B-5EEA-8215,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in us-west1,758C-41BE-94DB,157.171,GB months,6.28,-0.69,0.00,-0.27,5.323337,5.32,-25%
Compute Engine,6F81-5844-456A,Hyperdisk Balanced IOPS in Iowa,3EEB-E1E6-C521,"1,203.78",month,6.02,-0.66,0.00,-0.20,5.152909,5.15,-3%
Cloud Storage,95FF-2EF5-5EA1,Dual-Region Standard Class A Operations,52BA-29B5-BE3B,"555,656",count,5.56,-0.61,0.00,-0.14,4.806008,4.81,29%
Compute Engine,6F81-5844-456A,Static Ip Charge in Las Vegas,CC0D-7B68-75D3,501.936,hour,5.51,-0.61,0.00,-0.27,4.635988,4.64,-36%
Cloud Storage,95FF-2EF5-5EA1,Nearline Storage US Multi-region,9E8A-BB82-26BF,343.76,gibibyte month,5.15,-0.57,0.00,-0.16,4.425346,4.43,-3%
Kubernetes Engine,CCD8-9BF1-090E,Autopilot Kubernetes Clusters,F52D-A61F-C7D1,412.821,hour,41.28,0.00,-37.20,0.00,4.081740,4.08,-90%
Kubernetes Engine,CCD8-9BF1-090E,Zonal Kubernetes Clusters,6B92-A835-08AB,410.359,hour,41.04,0.00,-37.20,0.00,3.835602,3.84,-90%
Networking,E505-1604-58F8,Regional External Passthrough Network Load Balancer Inbound Data Processing for Iowa (us-central1),BB93-3F28-5082,534.667,gibibyte,4.27,-0.47,0.00,-0.13,3.667920,3.67,20%
Cloud Dataflow,57D6-8E6B-2DE0,Streaming data processed for Iowa,35E1-DBC8-77C0,229.156,gibibyte,4.10,-0.45,0.00,-0.11,3.541229,3.54,-5%
Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - IP address reservation in Americas,3151-8F6A-75C1,413.67,hour,4.14,-0.46,0.00,-0.24,3.438219,3.44,-48%
Notebooks,D73B-5EEA-8215,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in us-central1,5F27-6F3B-4EF6,100.237,GB months,4.01,-0.44,0.00,-0.14,3.432320,3.43,-3%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Middle East,A6C3-31B5-6D26,28.591,gibibyte,4.14,-0.58,0.00,-0.13,3.425864,3.43,66%
Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Las Vegas,E088-3290-2E7A,"7,153.823",hour,254.71,-50.94,-200.35,0.00,3.417797,3.42,-98%
Cloud Composer,1992-3666-B975,Cloud Composer Database Storage (us-west4).,D854-E2CE-F760,18.218,gibibyte month,3.46,-0.38,0.00,-0.06,3.010468,3.01,-9%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Iowa (us-central1),C134-B6DB-FFCB,437.457,gibibyte,3.49,-0.38,0.00,-0.11,2.994041,2.99,21%
Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Regional - Standard storage in Americas,F5EC-5814-93C3,10.042,gibibyte month,3.41,-0.38,0.00,-0.11,2.922358,2.92,-3%
Cloud Storage,95FF-2EF5-5EA1,Coldline Storage Iowa,D716-3E59-667B,617.922,gibibyte month,2.47,0.00,0.00,-0.09,2.383417,2.38,-14%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Las Vegas to Apac(Excluding Korea and Indonesia),8EA7-73CA-4618,23.967,gibibyte,2.76,-0.39,0.00,0.00,2.369795,2.37,New
Cloud Pub/Sub,A1E8-BE35-7EBC,Message Delivery to BigQuery,FCD2-1531-9A6F,0.047,tebibyte,2.33,-0.26,0.00,-0.06,2.008938,2.01,50%
BigQuery,24E6-581D-38E5,Streaming Insert,934C-4547-E59A,"46,384.022",mebibyte,2.32,-0.25,0.00,-0.08,1.979857,1.98,20%
Cloud Storage,95FF-2EF5-5EA1,Archive Storage Iowa,EC4B-C190-470D,"1,640.264",gibibyte month,1.97,0.00,0.00,-0.07,1.900039,1.90,10%
Cloud Storage,95FF-2EF5-5EA1,Autoclass Coldline Storage US Multi-region,90CD-3760-BC31,304.233,gibibyte month,2.13,-0.23,0.00,-0.07,1.827689,1.83,27%
Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Las Vegas,5A9F-8B65-5A3D,"26,826.854",gibibyte hour,127.99,-25.60,-100.60,0.00,1.790302,1.79,-98%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Africa,11D6-3D11-8E77,14.803,gibibyte,2.07,-0.29,0.00,0.00,1.778427,1.78,-7%
Cloud Key Management Service (KMS),EE2F-D110-890C,Active software symmetric key versions,E09C-32B3-9AC7,32.164,active key versions,1.93,-0.21,0.00,-0.05,1.667942,1.67,15%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions (1st Gen) Idle Min-Instance Memory Allocation Time,6151-484F-6927,"650,071.372",gibibyte second,1.62,0.00,0.00,-0.06,1.562860,1.56,-22%
Compute Engine,6F81-5844-456A,Storage Machine Image,A652-E97D-AB77,35.783,gibibyte month,1.79,-0.20,0.00,-0.06,1.529725,1.53,-3%
Compute Engine,6F81-5844-456A,Storage Machine Image in US,B6B2-44BB-2476,34.345,gibibyte month,1.71,-0.19,0.00,-0.06,1.467363,1.47,-3%
Apigee,1C2D-8C78-EC58,Apigee Extensible API Calls: number of API calls processed by Apigee Extensible API Proxy,023D-4D0B-712E,"16,297",count,1.63,-0.18,0.00,-0.02,1.430315,1.43,286%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Las Vegas,ACC0-9F23-6029,82.857,gibibyte,1.65,-0.23,0.00,-0.01,1.410732,1.41,70%
Compute Engine,6F81-5844-456A,SSD backed Local Storage in Las Vegas,3C20-2B95-CA0D,14.063,gibibyte month,1.23,-0.14,0.00,0.00,1.096908,1.10,-97%
Compute Engine,6F81-5844-456A,Storage PD Capacity in Los Angeles,BF8D-1C96-EE1C,26.063,gibibyte month,1.25,-0.14,0.00,-0.04,1.070319,1.07,-4%
Compute Engine,6F81-5844-456A,SSD backed PD Capacity in Jakarta,0554-F9AE-1EC6,5.686,gibibyte month,1.26,-0.14,0.00,-0.07,1.043184,1.04,-47%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions (1st Gen) Idle Min-Instance CPU Allocation Time,FE60-C8F0-3162,"1,040,114.195",second,1.08,0.00,0.00,-0.04,1.041725,1.04,-22%
Cloud Key Management Service (KMS),EE2F-D110-890C,Cryptographic operations with a software symmetric key,3BDA-77FB-678B,"387,585",cryptographic operations,1.16,-0.13,0.00,-0.04,0.995788,1.00,-22%
Cloud Storage,95FF-2EF5-5EA1,GCP Storage Data Transfer between Northern America and Europe,C7FF-4F9E-C0DB,121.624,gibibyte,1.08,-0.15,0.00,0.00,0.929831,0.93,New
Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - Americas Based,984A-1F27-2D1F,28.124,gibibyte,1.12,-0.12,0.00,-0.07,0.923467,0.92,-34%
Cloud SQL,9662-B51E-5089,Storage PD Snapshot,66AB-BA17-351C,11.991,gibibyte month,0.95,0.00,0.00,-0.04,0.916740,0.92,-1%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to Americas,6705-7287-58F4,45.351,gibibyte,0.91,-0.13,0.00,-0.01,0.773680,0.77,-98%
Vertex AI,C7E2-9256-1C43,Gemini 1.5 Flash Text Output - Predictions,34CE-11E0-D24D,"9,130,959",count,0.68,0.00,0.00,-0.01,0.675286,0.68,-46%
Cloud Storage,95FF-2EF5-5EA1,Networking Traffic GCP Turbo Replication within Northern America,422C-55D8-05DD,15.022,gibibyte,0.60,-0.07,0.00,0.00,0.534778,0.53,29%
Networking,E505-1604-58F8,Networking Cloud CDN Traffic Cache Data Transfer to China,B932-7C57-E43B,2.956,gibibyte,0.59,-0.07,0.00,-0.00,0.524457,0.52,643%
Compute Engine,6F81-5844-456A,Balanced PD Capacity in Virginia,7D52-6D58-14FF,5.686,gibibyte month,0.62,-0.07,0.00,-0.04,0.519011,0.52,-47%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to APAC,6B8F-E63D-832B,4.779,gibibyte,0.57,-0.08,0.00,0.00,0.493116,0.49,-99%
Cloud Storage,95FF-2EF5-5EA1,Archive Storage US Multi-region,1EA2-2E06-552E,195.559,gibibyte month,0.47,0.00,0.00,0.00,0.469326,0.47,New
Networking,E505-1604-58F8,Regional Internal Passthrough Network Load Balancer Outbound Data Processing for Iowa (us-central1),8111-FEE9-BFEE,67.795,gibibyte,0.54,-0.06,0.00,-0.02,0.459990,0.46,-22%
Networking,E505-1604-58F8,Networking Telemetry,D591-959F-0D6C,1.979,gibibyte,0.49,-0.05,0.00,-0.01,0.420172,0.42,56%
Cloud Logging,5490-F7B7-8DF6,Vended Logs Storage,376D-A4B0-82E4,1.8,gibibyte,0.44,-0.05,0.00,-0.01,0.384405,0.38,73%
Apigee,1C2D-8C78-EC58,Apigee API Analytics Add-on: number of API requests processed by Apigee Analytics services,D062-B5FB-5C59,"15,988",count,0.32,-0.04,0.00,0.00,0.284086,0.28,New
Compute Engine,6F81-5844-456A,Storage PD Snapshot in US,34CF-7D88-5D40,4.893,gibibyte month,0.32,-0.03,0.00,-0.01,0.271584,0.27,-4%
Cloud Spanner,CC63-0873-48FD,Network Internet Data Transfer Out,212D-A8A4-5A95,2.575,gibibyte,0.31,-0.04,0.00,-0.01,0.254754,0.25,-74%
Artifact Registry,149C-F9EC-3994,"Artifact Registry Network Internet Egress Intercontinental (Excl Oceania, Africa and China)",72BD-5309-1C4C,2.389,gibibyte,0.29,-0.04,0.00,0.00,0.246530,0.25,-91%
Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Iowa,5D0E-3A17-3010,0.133,gibibyte month,0.26,-0.03,0.00,-0.01,0.222475,0.22,-19%
BigQuery,24E6-581D-38E5,Streaming Insert (us-central1),E141-B443-33EE,"4,715.531",mebibyte,0.24,-0.03,0.00,-0.01,0.201953,0.20,33%
Compute Engine,6F81-5844-456A,Static Ip Charge in Singapore,0F15-D3C0-5F12,21.387,hour,0.22,-0.02,0.00,0.00,0.199566,0.20,New
Compute Engine,6F81-5844-456A,Storage Machine Image in Japan,748F-8E06-4135,3.314,gibibyte month,0.21,-0.02,0.00,-0.01,0.183786,0.18,-5%
Cloud Monitoring,58CD-E7C3-72CA,Monitoring Uptime Checks,CA14-D3DE-E67F,"623,881",Count of Uptime Check executions,0.19,-0.02,0.00,0.00,0.169278,0.17,-100%
Cloud Storage,95FF-2EF5-5EA1,Download Australia,9B2D-2B7D-FA5C,1.059,gibibyte,0.20,-0.03,0.00,-0.01,0.167050,0.17,-57%
Cloud Storage,95FF-2EF5-5EA1,Dual-Region Standard Class B Operations,25CC-1111-816F,"432,211",count,0.17,-0.02,0.00,-0.01,0.146313,0.15,25%
Cloud Pub/Sub,A1E8-BE35-7EBC,Inter-region data delivery from Asia Pacific to North America,0791-AE17-A66B,2.1,gibibyte,0.17,-0.02,0.00,-0.03,0.117359,0.12,-99%
Vertex AI,C7E2-9256-1C43,Embeddings for multimodal - Text (input),F5F1-90ED-3B1E,"580,745",Characters,0.12,0.00,0.00,-0.01,0.103287,0.10,-92%
